src,dst,syn_count,nt,sign,weight
1352,1658,86,ACH,1.0,4.465908118654584
1784,121,126,GABA,-1.0,-4.844187086458591
1293,467,8,ACH,1.0,2.1972245773362196
573,405,103,GABA,-1.0,-4.6443908991413725
701,1344,16,ACH,1.0,2.833213344056216
80,1107,6,ACH,1.0,1.9459101490553132
1384,893,5,ACH,1.0,1.791759469228055
523,731,5,ACH,1.0,1.791759469228055
593,1435,5,ACH,1.0,1.791759469228055
53,1174,7,ACH,1.0,2.0794415416798357
1332,1229,9,ACH,1.0,2.302585092994046
1721,1266,11,GABA,-1.0,-2.4849066497880004
1551,773,10,ACH,1.0,2.3978952727983707
989,1308,11,GABA,-1.0,-2.4849066497880004
1002,202,15,ACH,1.0,2.772588722239781
408,972,7,GABA,-1.0,-2.0794415416798357
1721,517,43,GABA,-1.0,-3.784189633918261
1490,1105,6,GABA,-1.0,-1.9459101490553132
768,1529,65,GABA,-1.0,-4.189654742026425
493,932,26,ACH,1.0,3.295836866004329
552,723,6,GLUT,-1.0,-1.9459101490553132
67,1054,12,ACH,1.0,2.5649493574615367
672,23,23,ACH,1.0,3.1780538303479458
1742,1277,6,ACH,1.0,1.9459101490553132
1509,731,99,GABA,-1.0,-4.605170185988092
983,1605,25,GABA,-1.0,-3.258096538021482
372,405,8,ACH,1.0,2.1972245773362196
1616,1270,5,ACH,1.0,1.791759469228055
1457,429,5,GLUT,-1.0,-1.791759469228055
39,92,19,ACH,1.0,2.995732273553991
943,923,14,GLUT,-1.0,-2.70805020110221
28,1113,8,ACH,1.0,2.1972245773362196
250,517,16,ACH,1.0,2.833213344056216
947,1035,7,ACH,1.0,2.0794415416798357
225,1867,6,ACH,1.0,1.9459101490553132
382,1763,16,ACH,1.0,2.833213344056216
894,1868,22,GLUT,-1.0,-3.1354942159291497
61,1549,7,ACH,1.0,2.0794415416798357
1705,1174,34,ACH,1.0,3.5553480614894135
1344,548,25,ACH,1.0,3.258096538021482
1783,203,6,GLUT,-1.0,-1.9459101490553132
961,1812,7,ACH,1.0,2.0794415416798357
1418,523,39,GABA,-1.0,-3.6888794541139363
920,414,26,ACH,1.0,3.295836866004329
857,1543,8,GABA,-1.0,-2.1972245773362196
1836,781,186,ACH,1.0,5.231108616854587
810,598,8,ACH,1.0,2.1972245773362196
157,1333,6,ACH,1.0,1.9459101490553132
999,773,7,GABA,-1.0,-2.0794415416798357
1338,810,18,ACH,1.0,2.9444389791664403
552,588,7,GLUT,-1.0,-2.0794415416798357
840,1806,7,ACH,1.0,2.0794415416798357
278,473,12,GABA,-1.0,-2.5649493574615367
463,727,7,ACH,1.0,2.0794415416798357
1696,1589,5,GABA,-1.0,-1.791759469228055
1754,1003,9,GABA,-1.0,-2.302585092994046
1127,16,15,GABA,-1.0,-2.772588722239781
33,3,17,GABA,-1.0,-2.8903717578961645
1361,190,8,ACH,1.0,2.1972245773362196
391,89,11,ACH,1.0,2.4849066497880004
1710,639,5,GLUT,-1.0,-1.791759469228055
736,1740,13,ACH,1.0,2.6390573296152584
715,462,19,GABA,-1.0,-2.995732273553991
1384,669,7,ACH,1.0,2.0794415416798357
1220,300,12,ACH,1.0,2.5649493574615367
33,1728,30,GABA,-1.0,-3.4339872044851463
209,23,37,ACH,1.0,3.6375861597263857
1842,1706,56,GABA,-1.0,-4.04305126783455
1463,33,10,ACH,1.0,2.3978952727983707
1775,422,5,ACH,1.0,1.791759469228055
927,1199,10,ACH,1.0,2.3978952727983707
1497,781,11,GABA,-1.0,-2.4849066497880004
29,1311,74,ACH,1.0,4.31748811353631
612,1545,21,ACH,1.0,3.091042453358316
167,1568,12,ACH,1.0,2.5649493574615367
770,556,6,ACH,1.0,1.9459101490553132
807,1824,6,ACH,1.0,1.9459101490553132
1709,442,9,ACH,1.0,2.302585092994046
1622,713,7,GABA,-1.0,-2.0794415416798357
29,464,175,ACH,1.0,5.170483995038151
877,804,38,GABA,-1.0,-3.6635616461296463
1358,819,27,GABA,-1.0,-3.332204510175204
817,1362,8,ACH,1.0,2.1972245773362196
1231,653,23,ACH,1.0,3.1780538303479458
1035,1759,10,ACH,1.0,2.3978952727983707
459,133,17,GABA,-1.0,-2.8903717578961645
483,384,8,ACH,1.0,2.1972245773362196
1519,1109,48,ACH,1.0,3.8918202981106265
320,1414,5,ACH,1.0,1.791759469228055
460,322,10,ACH,1.0,2.3978952727983707
1019,901,6,ACH,1.0,1.9459101490553132
1028,818,6,GABA,-1.0,-1.9459101490553132
119,619,9,ACH,1.0,2.302585092994046
1399,1448,7,GABA,-1.0,-2.0794415416798357
1382,1001,6,ACH,1.0,1.9459101490553132
453,1462,12,ACH,1.0,2.5649493574615367
259,950,20,ACH,1.0,3.044522437723423
731,1509,104,GABA,-1.0,-4.653960350157523
1336,935,5,ACH,1.0,1.791759469228055
1284,1196,26,ACH,1.0,3.295836866004329
211,1443,32,ACH,1.0,3.4965075614664802
1166,1722,15,ACH,1.0,2.772588722239781
385,194,285,ACH,1.0,5.655991810819852
790,1198,8,GABA,-1.0,-2.1972245773362196
661,64,7,ACH,1.0,2.0794415416798357
1365,881,5,ACH,1.0,1.791759469228055
384,1365,17,ACH,1.0,2.8903717578961645
1847,1311,5,ACH,1.0,1.791759469228055
1599,1273,9,ACH,1.0,2.302585092994046
695,1562,11,ACH,1.0,2.4849066497880004
1273,1082,12,GABA,-1.0,-2.5649493574615367
1697,1655,22,ACH,1.0,3.1354942159291497
192,817,19,GABA,-1.0,-2.995732273553991
140,961,22,ACH,1.0,3.1354942159291497
1148,668,14,ACH,1.0,2.70805020110221
1243,296,5,ACH,1.0,1.791759469228055
659,1623,5,ACH,1.0,1.791759469228055
733,819,18,GABA,-1.0,-2.9444389791664403
6,1049,27,ACH,1.0,3.332204510175204
300,346,87,GABA,-1.0,-4.477336814478207
328,810,7,ACH,1.0,2.0794415416798357
702,1049,8,ACH,1.0,2.1972245773362196
74,746,7,ACH,1.0,2.0794415416798357
310,1169,13,ACH,1.0,2.6390573296152584
225,846,9,ACH,1.0,2.302585092994046
1577,810,23,ACH,1.0,3.1780538303479458
393,1687,9,ACH,1.0,2.302585092994046
469,1443,24,GABA,-1.0,-3.2188758248682006
1574,857,7,ACH,1.0,2.0794415416798357
1862,655,9,ACH,1.0,2.302585092994046
528,1081,8,ACH,1.0,2.1972245773362196
1869,845,88,ACH,1.0,4.48863636973214
846,151,10,ACH,1.0,2.3978952727983707
79,551,5,ACH,1.0,1.791759469228055
878,776,10,ACH,1.0,2.3978952727983707
569,1221,11,ACH,1.0,2.4849066497880004
305,371,6,GABA,-1.0,-1.9459101490553132
274,717,7,ACH,1.0,2.0794415416798357
1594,1612,34,GABA,-1.0,-3.5553480614894135
1591,1679,75,ACH,1.0,4.330733340286331
1069,146,62,ACH,1.0,4.143134726391533
1852,1169,5,GABA,-1.0,-1.791759469228055
278,808,50,GABA,-1.0,-3.9318256327243257
1788,384,7,ACH,1.0,2.0794415416798357
1671,175,26,ACH,1.0,3.295836866004329
1497,1462,73,GABA,-1.0,-4.30406509320417
1161,725,6,GABA,-1.0,-1.9459101490553132
1241,1619,9,GABA,-1.0,-2.302585092994046
827,45,6,GLUT,-1.0,-1.9459101490553132
1186,1105,8,GABA,-1.0,-2.1972245773362196
1561,1481,17,GABA,-1.0,-2.8903717578961645
1576,669,10,ACH,1.0,2.3978952727983707
873,759,77,ACH,1.0,4.356708826689592
316,1629,10,ACH,1.0,2.3978952727983707
857,1812,18,GABA,-1.0,-2.9444389791664403
834,1195,14,ACH,1.0,2.70805020110221
979,595,5,ACH,1.0,1.791759469228055
1002,1363,222,ACH,1.0,5.407171771460119
429,1048,68,GLUT,-1.0,-4.23410650459726
720,1308,6,ACH,1.0,1.9459101490553132
650,209,9,ACH,1.0,2.302585092994046
1121,950,7,GABA,-1.0,-2.0794415416798357
1346,338,6,ACH,1.0,1.9459101490553132
308,830,7,ACH,1.0,2.0794415416798357
1423,46,5,ACH,1.0,1.791759469228055
508,1516,10,ACH,1.0,2.3978952727983707
1759,194,5,GABA,-1.0,-1.791759469228055
1729,593,9,ACH,1.0,2.302585092994046
1613,1221,7,GABA,-1.0,-2.0794415416798357
1378,737,5,DA,1.0,1.791759469228055
1754,357,5,GABA,-1.0,-1.791759469228055
270,746,18,ACH,1.0,2.9444389791664403
1715,1665,6,ACH,1.0,1.9459101490553132
1360,612,7,ACH,1.0,2.0794415416798357
71,552,78,ACH,1.0,4.3694478524670215
702,504,26,ACH,1.0,3.295836866004329
1013,1435,7,ACH,1.0,2.0794415416798357
965,1045,33,GABA,-1.0,-3.5263605246161616
349,432,7,ACH,1.0,2.0794415416798357
152,1337,31,GABA,-1.0,-3.4657359027997265
1116,912,11,ACH,1.0,2.4849066497880004
225,1477,30,ACH,1.0,3.4339872044851463
1112,29,21,ACH,1.0,3.091042453358316
1161,1409,23,GABA,-1.0,-3.1780538303479458
1458,819,8,GABA,-1.0,-2.1972245773362196
53,1451,5,ACH,1.0,1.791759469228055
734,1764,12,ACH,1.0,2.5649493574615367
927,176,12,ACH,1.0,2.5649493574615367
133,239,69,GABA,-1.0,-4.248495242049359
424,569,9,ACH,1.0,2.302585092994046
943,1162,5,GLUT,-1.0,-1.791759469228055
681,632,10,ACH,1.0,2.3978952727983707
755,380,25,ACH,1.0,3.258096538021482
1294,1196,84,ACH,1.0,4.442651256490317
16,1321,42,GABA,-1.0,-3.7612001156935624
1376,660,21,ACH,1.0,3.091042453358316
408,463,10,GABA,-1.0,-2.3978952727983707
363,351,6,ACH,1.0,1.9459101490553132
138,146,49,ACH,1.0,3.912023005428146
977,1848,5,GABA,-1.0,-1.791759469228055
1498,969,5,ACH,1.0,1.791759469228055
932,1568,15,ACH,1.0,2.772588722239781
291,1198,13,ACH,1.0,2.6390573296152584
1827,1411,10,ACH,1.0,2.3978952727983707
372,1620,8,ACH,1.0,2.1972245773362196
799,1662,5,ACH,1.0,1.791759469228055
134,1696,51,ACH,1.0,3.9512437185814275
224,1643,9,ACH,1.0,2.302585092994046
909,23,55,GABA,-1.0,-4.02535169073515
1315,653,28,GABA,-1.0,-3.367295829986474
1659,805,10,GABA,-1.0,-2.3978952727983707
824,1361,6,ACH,1.0,1.9459101490553132
1477,176,28,GABA,-1.0,-3.367295829986474
333,1411,20,ACH,1.0,3.044522437723423
1355,976,36,GABA,-1.0,-3.6109179126442243
731,1153,30,GABA,-1.0,-3.4339872044851463
137,627,5,ACH,1.0,1.791759469228055
200,817,42,GABA,-1.0,-3.7612001156935624
523,827,9,ACH,1.0,2.302585092994046
910,92,7,GABA,-1.0,-2.0794415416798357
376,1103,26,GABA,-1.0,-3.295836866004329
1149,319,57,GABA,-1.0,-4.060443010546419
1310,1585,11,GABA,-1.0,-2.4849066497880004
1424,235,5,ACH,1.0,1.791759469228055
1466,338,18,ACH,1.0,2.9444389791664403
1028,723,6,GABA,-1.0,-1.9459101490553132
509,29,54,ACH,1.0,4.007333185232471
1637,1,27,ACH,1.0,3.332204510175204
269,1017,68,ACH,1.0,4.23410650459726
1498,1270,12,ACH,1.0,2.5649493574615367
580,155,5,GABA,-1.0,-1.791759469228055
876,1193,16,GABA,-1.0,-2.833213344056216
477,242,12,ACH,1.0,2.5649493574615367
1805,46,18,GABA,-1.0,-2.9444389791664403
672,601,8,ACH,1.0,2.1972245773362196
1215,1687,10,GABA,-1.0,-2.3978952727983707
1313,1109,5,ACH,1.0,1.791759469228055
572,856,6,ACH,1.0,1.9459101490553132
946,582,89,GABA,-1.0,-4.499809670330265
1861,1696,48,ACH,1.0,3.8918202981106265
839,319,5,ACH,1.0,1.791759469228055
1568,1510,32,GABA,-1.0,-3.4965075614664802
182,768,15,GABA,-1.0,-2.772588722239781
1315,1582,5,GABA,-1.0,-1.791759469228055
1696,570,15,GABA,-1.0,-2.772588722239781
378,1051,11,GABA,-1.0,-2.4849066497880004
672,877,140,ACH,1.0,4.948759890378168
910,465,231,GABA,-1.0,-5.44673737166631
1801,1266,5,ACH,1.0,1.791759469228055
33,463,7,GABA,-1.0,-2.0794415416798357
578,465,23,ACH,1.0,3.1780538303479458
675,703,9,ACH,1.0,2.302585092994046
1069,11,5,ACH,1.0,1.791759469228055
1277,1742,5,ACH,1.0,1.791759469228055
1150,1454,28,ACH,1.0,3.367295829986474
14,1696,271,GLUT,-1.0,-5.605802066295998
1153,1659,5,ACH,1.0,1.791759469228055
1468,1622,5,ACH,1.0,1.791759469228055
1058,668,12,ACH,1.0,2.5649493574615367
823,136,5,ACH,1.0,1.791759469228055
1006,239,20,ACH,1.0,3.044522437723423
780,1002,9,ACH,1.0,2.302585092994046
1011,146,38,ACH,1.0,3.6635616461296463
965,1409,24,GABA,-1.0,-3.2188758248682006
1085,1454,23,GABA,-1.0,-3.1780538303479458
816,616,5,ACH,1.0,1.791759469228055
697,1103,15,ACH,1.0,2.772588722239781
1579,1517,6,ACH,1.0,1.9459101490553132
716,1125,26,ACH,1.0,3.295836866004329
1540,447,8,GLUT,-1.0,-2.1972245773362196
1338,192,11,ACH,1.0,2.4849066497880004
1242,1134,20,GABA,-1.0,-3.044522437723423
20,496,11,GABA,-1.0,-2.4849066497880004
1019,597,21,ACH,1.0,3.091042453358316
979,1691,9,ACH,1.0,2.302585092994046
1568,1127,9,GABA,-1.0,-2.302585092994046
1435,1411,25,ACH,1.0,3.258096538021482
179,1238,27,ACH,1.0,3.332204510175204
1697,1740,6,ACH,1.0,1.9459101490553132
702,725,13,ACH,1.0,2.6390573296152584
517,412,271,ACH,1.0,5.605802066295998
718,239,35,GABA,-1.0,-3.58351893845611
499,384,5,DA,1.0,1.791759469228055
1843,1113,11,ACH,1.0,2.4849066497880004
1110,1540,7,ACH,1.0,2.0794415416798357
372,1270,5,ACH,1.0,1.791759469228055
242,880,83,GABA,-1.0,-4.430816798843313
1747,526,44,ACH,1.0,3.8066624897703196
1571,1719,14,ACH,1.0,2.70805020110221
1145,1125,15,ACH,1.0,2.772588722239781
1288,395,10,ACH,1.0,2.3978952727983707
1696,700,5,GABA,-1.0,-1.791759469228055
378,1691,15,GABA,-1.0,-2.772588722239781
1220,819,17,ACH,1.0,2.8903717578961645
920,1655,27,ACH,1.0,3.332204510175204
1111,920,6,GABA,-1.0,-1.9459101490553132
67,743,5,ACH,1.0,1.791759469228055
1803,17,5,GABA,-1.0,-1.791759469228055
726,1168,7,GABA,-1.0,-2.0794415416798357
1599,557,9,ACH,1.0,2.302585092994046
808,1057,9,ACH,1.0,2.302585092994046
413,862,6,ACH,1.0,1.9459101490553132
312,403,25,ACH,1.0,3.258096538021482
374,945,5,ACH,1.0,1.791759469228055
264,110,5,ACH,1.0,1.791759469228055
347,894,5,ACH,1.0,1.791759469228055
580,105,6,GABA,-1.0,-1.9459101490553132
698,569,10,GABA,-1.0,-2.3978952727983707
1642,14,5,ACH,1.0,1.791759469228055
1575,873,12,ACH,1.0,2.5649493574615367
1409,523,24,ACH,1.0,3.2188758248682006
1744,194,14,GABA,-1.0,-2.70805020110221
192,613,6,GABA,-1.0,-1.9459101490553132
1637,590,11,ACH,1.0,2.4849066497880004
1811,768,8,ACH,1.0,2.1972245773362196
1053,1809,21,ACH,1.0,3.091042453358316
173,510,13,GABA,-1.0,-2.6390573296152584
1563,246,7,ACH,1.0,2.0794415416798357
1841,1030,10,ACH,1.0,2.3978952727983707
117,909,8,GABA,-1.0,-2.1972245773362196
1031,662,5,ACH,1.0,1.791759469228055
138,232,33,ACH,1.0,3.5263605246161616
1085,590,7,GABA,-1.0,-2.0794415416798357
1870,478,5,ACH,1.0,1.791759469228055
1593,923,9,ACH,1.0,2.302585092994046
896,1612,8,ACH,1.0,2.1972245773362196
615,1754,55,ACH,1.0,4.02535169073515
146,1679,74,ACH,1.0,4.31748811353631
262,790,5,GABA,-1.0,-1.791759469228055
1183,1081,5,ACH,1.0,1.791759469228055
1223,1432,5,ACH,1.0,1.791759469228055
1618,1103,10,GABA,-1.0,-2.3978952727983707
322,1760,7,DA,1.0,2.0794415416798357
1862,1454,10,ACH,1.0,2.3978952727983707
1524,1109,109,GABA,-1.0,-4.700480365792417
364,1216,6,ACH,1.0,1.9459101490553132
1285,912,22,ACH,1.0,3.1354942159291497
1246,1301,37,GLUT,-1.0,-3.6375861597263857
1726,272,5,ACH,1.0,1.791759469228055
1637,885,7,ACH,1.0,2.0794415416798357
601,1809,5,GLUT,-1.0,-1.791759469228055
737,777,7,GABA,-1.0,-2.0794415416798357
400,1788,5,GABA,-1.0,-1.791759469228055
1086,691,10,ACH,1.0,2.3978952727983707
228,1023,7,ACH,1.0,2.0794415416798357
725,1538,10,ACH,1.0,2.3978952727983707
1409,365,36,ACH,1.0,3.6109179126442243
713,210,48,GABA,-1.0,-3.8918202981106265
104,1754,77,ACH,1.0,4.356708826689592
757,1624,13,ACH,1.0,2.6390573296152584
552,535,32,GLUT,-1.0,-3.4965075614664802
305,1292,54,GABA,-1.0,-4.007333185232471
88,1850,21,ACH,1.0,3.091042453358316
982,1454,5,ACH,1.0,1.791759469228055
1316,835,17,ACH,1.0,2.8903717578961645
1270,253,8,GABA,-1.0,-2.1972245773362196
1644,1549,12,ACH,1.0,2.5649493574615367
55,300,6,ACH,1.0,1.9459101490553132
513,469,14,GABA,-1.0,-2.70805020110221
969,1438,8,ACH,1.0,2.1972245773362196
757,542,33,ACH,1.0,3.5263605246161616
1430,130,14,GLUT,-1.0,-2.70805020110221
916,1569,13,GABA,-1.0,-2.6390573296152584
1186,60,9,GABA,-1.0,-2.302585092994046
1442,1531,19,GABA,-1.0,-2.995732273553991
175,555,15,ACH,1.0,2.772588722239781
355,146,7,ACH,1.0,2.0794415416798357
1443,89,5,ACH,1.0,1.791759469228055
151,116,73,GLUT,-1.0,-4.30406509320417
118,536,5,ACH,1.0,1.791759469228055
20,1655,12,GABA,-1.0,-2.5649493574615367
1134,940,5,ACH,1.0,1.791759469228055
421,517,16,GLUT,-1.0,-2.833213344056216
1557,921,5,GABA,-1.0,-1.791759469228055
1109,1149,6,GLUT,-1.0,-1.9459101490553132
234,1216,8,ACH,1.0,2.1972245773362196
1270,940,11,GABA,-1.0,-2.4849066497880004
255,359,15,ACH,1.0,2.772588722239781
1855,873,5,ACH,1.0,1.791759469228055
1815,684,5,ACH,1.0,1.791759469228055
250,268,9,ACH,1.0,2.302585092994046
672,191,17,ACH,1.0,2.8903717578961645
1100,1527,7,ACH,1.0,2.0794415416798357
805,338,5,ACH,1.0,1.791759469228055
805,1127,8,ACH,1.0,2.1972245773362196
315,1435,42,ACH,1.0,3.7612001156935624
552,16,32,GLUT,-1.0,-3.4965075614664802
1511,233,5,GLUT,-1.0,-1.791759469228055
547,1142,28,ACH,1.0,3.367295829986474
1121,639,38,GABA,-1.0,-3.6635616461296463
1732,1002,10,ACH,1.0,2.3978952727983707
1754,454,67,GABA,-1.0,-4.219507705176107
16,705,5,GABA,-1.0,-1.791759469228055
1676,884,6,GABA,-1.0,-1.9459101490553132
1145,1153,6,ACH,1.0,1.9459101490553132
1471,548,17,ACH,1.0,2.8903717578961645
1174,1064,8,ACH,1.0,2.1972245773362196
31,1085,26,GABA,-1.0,-3.295836866004329
1461,928,10,ACH,1.0,2.3978952727983707
584,146,12,ACH,1.0,2.5649493574615367
524,1129,12,ACH,1.0,2.5649493574615367
1234,366,7,ACH,1.0,2.0794415416798357
727,1174,5,GABA,-1.0,-1.791759469228055
1794,669,8,ACH,1.0,2.1972245773362196
989,1352,5,GABA,-1.0,-1.791759469228055
343,755,17,ACH,1.0,2.8903717578961645
951,1123,13,GABA,-1.0,-2.6390573296152584
1127,894,12,GABA,-1.0,-2.5649493574615367
1101,1216,8,ACH,1.0,2.1972245773362196
1722,1309,11,ACH,1.0,2.4849066497880004
1698,873,7,ACH,1.0,2.0794415416798357
1665,251,5,ACH,1.0,1.791759469228055
1832,33,35,ACH,1.0,3.58351893845611
1676,1141,8,GABA,-1.0,-2.1972245773362196
528,781,7,ACH,1.0,2.0794415416798357
1518,217,29,ACH,1.0,3.4011973816621555
1577,601,5,ACH,1.0,1.791759469228055
311,1358,15,GLUT,-1.0,-2.772588722239781
1409,1126,79,ACH,1.0,4.382026634673881
1786,1169,9,ACH,1.0,2.302585092994046
952,1088,25,ACH,1.0,3.258096538021482
118,442,7,ACH,1.0,2.0794415416798357
210,1331,11,GABA,-1.0,-2.4849066497880004
474,465,5,ACH,1.0,1.791759469228055
1623,146,19,ACH,1.0,2.995732273553991
1340,552,13,GABA,-1.0,-2.6390573296152584
906,414,23,ACH,1.0,3.1780538303479458
452,92,21,ACH,1.0,3.091042453358316
563,1721,7,GABA,-1.0,-2.0794415416798357
300,1023,12,GABA,-1.0,-2.5649493574615367
631,804,9,SER,1.0,2.302585092994046
1789,1659,5,GABA,-1.0,-1.791759469228055
1113,910,20,GABA,-1.0,-3.044522437723423
1233,1648,12,GABA,-1.0,-2.5649493574615367
1249,484,6,ACH,1.0,1.9459101490553132
1645,89,6,ACH,1.0,1.9459101490553132
749,1134,26,ACH,1.0,3.295836866004329
1748,1623,27,GABA,-1.0,-3.332204510175204
363,146,9,ACH,1.0,2.302585092994046
835,588,8,GABA,-1.0,-2.1972245773362196
1613,415,5,GABA,-1.0,-1.791759469228055
1807,1341,71,ACH,1.0,4.276666119016055
128,1352,6,GABA,-1.0,-1.9459101490553132
1204,1455,7,GABA,-1.0,-2.0794415416798357
1117,1852,16,ACH,1.0,2.833213344056216
677,462,5,ACH,1.0,1.791759469228055
1002,1575,57,ACH,1.0,4.060443010546419
1602,1442,5,ACH,1.0,1.791759469228055
141,1515,38,ACH,1.0,3.6635616461296463
879,1687,5,ACH,1.0,1.791759469228055
1201,920,19,GLUT,-1.0,-2.995732273553991
768,200,19,GABA,-1.0,-2.995732273553991
27,533,6,GLUT,-1.0,-1.9459101490553132
459,1295,5,GABA,-1.0,-1.791759469228055
1060,232,7,ACH,1.0,2.0794415416798357
423,1016,6,ACH,1.0,1.9459101490553132
683,541,5,ACH,1.0,1.791759469228055
1213,376,27,ACH,1.0,3.332204510175204
328,1809,7,ACH,1.0,2.0794415416798357
1318,18,20,ACH,1.0,3.044522437723423
1821,1240,13,ACH,1.0,2.6390573296152584
1574,632,31,ACH,1.0,3.4657359027997265
446,598,10,ACH,1.0,2.3978952727983707
1246,130,5,GLUT,-1.0,-1.791759469228055
880,169,5,ACH,1.0,1.791759469228055
735,535,6,ACH,1.0,1.9459101490553132
465,1311,7,GABA,-1.0,-2.0794415416798357
1363,1304,23,ACH,1.0,3.1780538303479458
1409,1547,7,ACH,1.0,2.0794415416798357
1689,540,10,ACH,1.0,2.3978952727983707
1193,1027,6,ACH,1.0,1.9459101490553132
522,146,16,GABA,-1.0,-2.833213344056216
1744,195,13,GABA,-1.0,-2.6390573296152584
1696,14,8,GABA,-1.0,-2.1972245773362196
1317,1846,22,ACH,1.0,3.1354942159291497
195,495,8,GABA,-1.0,-2.1972245773362196
195,1582,22,GABA,-1.0,-3.1354942159291497
1288,1272,11,ACH,1.0,2.4849066497880004
1758,1048,5,GABA,-1.0,-1.791759469228055
1731,556,12,ACH,1.0,2.5649493574615367
1744,653,8,GABA,-1.0,-2.1972245773362196
710,1508,9,ACH,1.0,2.302585092994046
950,1411,30,ACH,1.0,3.4339872044851463
884,1462,11,ACH,1.0,2.4849066497880004
64,1451,8,GABA,-1.0,-2.1972245773362196
1765,827,17,GABA,-1.0,-2.8903717578961645
331,1432,18,ACH,1.0,2.9444389791664403
920,253,47,ACH,1.0,3.871201010907891
1657,747,17,ACH,1.0,2.8903717578961645
1469,947,17,ACH,1.0,2.8903717578961645
73,177,7,ACH,1.0,2.0794415416798357
1181,359,14,ACH,1.0,2.70805020110221
965,74,105,GABA,-1.0,-4.663439094112067
1696,171,14,GABA,-1.0,-2.70805020110221
1852,1015,5,GABA,-1.0,-1.791759469228055
1856,524,74,GABA,-1.0,-4.31748811353631
1009,1030,5,ACH,1.0,1.791759469228055
1665,653,74,ACH,1.0,4.31748811353631
101,1411,15,ACH,1.0,2.772588722239781
1693,121,17,ACH,1.0,2.8903717578961645
1481,986,35,GLUT,-1.0,-3.58351893845611
14,964,7,GLUT,-1.0,-2.0794415416798357
1014,434,9,GLUT,-1.0,-2.302585092994046
768,1728,62,GABA,-1.0,-4.143134726391533
318,1623,10,SER,1.0,2.3978952727983707
589,3,140,GABA,-1.0,-4.948759890378168
1622,1564,5,GABA,-1.0,-1.791759469228055
1766,1103,10,ACH,1.0,2.3978952727983707
1216,1543,28,ACH,1.0,3.367295829986474
745,555,5,GABA,-1.0,-1.791759469228055
14,1485,9,GLUT,-1.0,-2.302585092994046
702,1585,5,ACH,1.0,1.791759469228055
1318,629,14,ACH,1.0,2.70805020110221
522,1867,5,GABA,-1.0,-1.791759469228055
983,306,5,GABA,-1.0,-1.791759469228055
1717,31,6,GABA,-1.0,-1.9459101490553132
1445,1826,10,GABA,-1.0,-2.3978952727983707
1620,1812,18,GABA,-1.0,-2.9444389791664403
799,773,14,ACH,1.0,2.70805020110221
220,1577,15,ACH,1.0,2.772588722239781
1330,782,7,ACH,1.0,2.0794415416798357
14,931,53,GLUT,-1.0,-3.9889840465642745
790,301,5,GABA,-1.0,-1.791759469228055
1637,208,32,ACH,1.0,3.4965075614664802
1368,814,8,ACH,1.0,2.1972245773362196
977,1596,8,GABA,-1.0,-2.1972245773362196
344,1568,5,ACH,1.0,1.791759469228055
593,326,29,ACH,1.0,3.4011973816621555
432,563,9,ACH,1.0,2.302585092994046
726,1693,12,GABA,-1.0,-2.5649493574615367
1445,226,7,GABA,-1.0,-2.0794415416798357
242,1740,10,GABA,-1.0,-2.3978952727983707
1304,1126,26,DA,1.0,3.295836866004329
488,1016,6,ACH,1.0,1.9459101490553132
195,588,9,GABA,-1.0,-2.302585092994046
641,1477,18,ACH,1.0,2.9444389791664403
1244,194,5,ACH,1.0,1.791759469228055
714,793,5,GLUT,-1.0,-1.791759469228055
1237,1619,6,ACH,1.0,1.9459101490553132
1313,647,8,ACH,1.0,2.1972245773362196
668,851,123,ACH,1.0,4.820281565605037
833,1214,5,ACH,1.0,1.791759469228055
1791,1215,6,ACH,1.0,1.9459101490553132
326,717,43,ACH,1.0,3.784189633918261
694,1481,28,GABA,-1.0,-3.367295829986474
621,33,7,ACH,1.0,2.0794415416798357
1123,194,18,ACH,1.0,2.9444389791664403
791,1019,6,GABA,-1.0,-1.9459101490553132
419,1272,8,ACH,1.0,2.1972245773362196
724,338,6,ACH,1.0,1.9459101490553132
1454,477,5,ACH,1.0,1.791759469228055
805,56,6,ACH,1.0,1.9459101490553132
965,1113,37,GABA,-1.0,-3.6375861597263857
1460,655,6,ACH,1.0,1.9459101490553132
1623,1125,10,ACH,1.0,2.3978952727983707
402,1002,6,ACH,1.0,1.9459101490553132
1392,1311,17,ACH,1.0,2.8903717578961645
1699,768,6,GLUT,-1.0,-1.9459101490553132
743,465,7,GABA,-1.0,-2.0794415416798357
1843,638,18,ACH,1.0,2.9444389791664403
938,601,15,GABA,-1.0,-2.772588722239781
1392,1109,25,ACH,1.0,3.258096538021482
1112,691,6,ACH,1.0,1.9459101490553132
303,300,44,ACH,1.0,3.8066624897703196
1519,880,19,ACH,1.0,2.995732273553991
939,1014,52,GABA,-1.0,-3.970291913552122
761,984,7,ACH,1.0,2.0794415416798357
200,1832,7,GABA,-1.0,-2.0794415416798357
276,690,18,GABA,-1.0,-2.9444389791664403
625,1289,9,GLUT,-1.0,-2.302585092994046
1310,1165,5,GABA,-1.0,-1.791759469228055
46,338,6,ACH,1.0,1.9459101490553132
932,1791,41,ACH,1.0,3.7376696182833684
502,1321,45,ACH,1.0,3.828641396489095
768,1461,7,GABA,-1.0,-2.0794415416798357
496,1012,57,GABA,-1.0,-4.060443010546419
813,980,28,ACH,1.0,3.367295829986474
